,type,bedroom,bathroom,size(sqft),address,price,address,url
5863,Appartement, 4 1/2 et coin détente,1,1 200,"J7E 3J7, Canada",1 650,"J7E 3J7, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-4-1-2-a-louer-au-carrefour-laval/1581170536
5864,Appartement,3 1/2,1,530,", H3S 1T1, Montreal, QC, Canada",855,", H3S 1T1, Montreal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-illuminated-3-near-metro-hospitals-udm-leasetransfer/1581301162
5865,Appartement,4 1/2,1,1 000,"1276 Rue Blériot, Laval, QC H7W 5E9, Canada",1 450,"1276 Rue Bl�riot, Laval, QC H7W 5E9, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-1-2-a-louer/1580354376
5866,Appartement,5 1/2,1,1 100,"5280 Rue de Paisley, Montréal, QC H1S 1V2, Canada",1 200,"5280 Rue de Paisley, Montr�al, QC H1S 1V2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-5-1-2-pres-de-linstitut-de-cardiologie/1581179181
5867,Appartement,4 1/2,1,980,"738 greene, H4C2J9, Ville de Montreal, QC",1 455,"738 greene, H4C2J9, Ville de Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/green-lionel-groulx/1581469394
5868,Appartement,4 1/2,1,896,"445 Av. Sainte-Croix, Saint-Laurent, QC H4L 5P3, Canada",1 500,"445 Av. Sainte-Croix, Saint-Laurent, QC H4L 5P3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/super-condo-a-louer-1500-mois/1581461400
5869,Appartement, 1 ½ ou 2 ½,1,350,"Montreal, QC H2X 1C6, Canada",900,"Montreal, QC H2X 1C6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-month-free-lease-transfer-for-10months/1581463197
5870,Appartement,4 1/2,1,950,", H1W3C5, Montreal, QC",1 700,", H1W3C5, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/perfect-home-office-fully-furnished/1581468568
5871,Appartement,6 1/2,1,1 200,"2119 Bd Rosemont, Montréal, QC H2G 1T3, Canada",1 860,"2119 Bd Rosemont, Montr�al, QC H2G 1T3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-chambres-rosemont-1-860/1581467182
5872,Condo,5 1/2,1,1 300,"5868 Auclair, J4z 1j9, Brossard, QC",1 400,"5868 Auclair, J4z 1j9, Brossard, QC",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/beau-neuf-5-5-1er-sept-sous-location-1-an-ou/1576017122
5873,Condo,4 1/2,1,730,"H3G2E3, Canada",2 050,"H3G2E3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-1212-bishop-4-1-2-loft-condo-for-rent/1575991677
5874,Condo,4 1/2,2,1 434,"7 Rue Édouard-Lalonde, Vaudreuil-Dorion, QC J7V, Canada",Sur,"7 Rue �douard-Lalonde, Vaudreuil-Dorion, QC J7V, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/condo-a-louer-vaudreuil-dorion/1575989904
5875,Condo, 4 1/2 et coin détente,2,791,"230, Dominion apt. 302 , Montréal h3j0c1 QC",2 125,"230, Dominion apt. 302 , Montr�al h3j0c1 QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-2-ch-2-sb-1-mois-gratuit/1575964658
5876,Condo, 4 1/2 et coin détente,2,791,"230, Dominion apt. 302, h3j0c1, Montréal, QC",2 125,"230, Dominion apt. 302, h3j0c1, Montr�al, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-2-ch-2-sb-1-mois-gratuit/1575964382
5877,Condo, 4 1/2 et coin détente,1,900,"J4H 2G6, Canada",1 700,"J4H 2G6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-en-face-du-parc-a-2-minutes-du-metro/1575961055
5878,Condo,5 1/2,2,1 375,"J7J2N2, Canada",1 820,"J7J2N2, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condos-de-luxe-neuf-a-louer-5-avec-2-sdb-et-terrasse/1575947852
5879,Condo,3 1/2,1,595,"1920 Boulevard du Souvenir, Laval, QC H7N 0B3, Canada",1 400,"1920 Boulevard du Souvenir, Laval, QC H7N 0B3, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-3-1-2-a-louer-a-proximite-du-metro-montmorency/1575939402
5880,Condo,3 1/2,1,700,"405 Rue de la Concorde, Montréal, QC H3A 1J3, Canada",1 700,"405 Rue de la Concorde, Montr�al, QC H3A 1J3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-condo-2-levels-semi-furnished-place-des-arts/1575938858
5881,Condo, 1 ½ ou 2 ½,1,800,"5020 Rue Saint-Ambroise, Montréal, QC H4C 2G1, Canada",2 050,"5020 Rue Saint-Ambroise, Montr�al, QC H4C 2G1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bright-luxury-loft-on-lachine-canal-atwater-mkt/1575899121
5882,Condo,3 1/2,1,700,"Syndicat de la copropriété Côté Ouest, 4950 Rue de la Savane, Montréal, QC H4P 1T7, Canada",1 400,"Syndicat de la copropri�t� C�t� Ouest, 4950 Rue de la Savane, Montr�al, QC H4P 1T7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-condo-for-rent/1575898173
5883,Condo,4 1/2,1,1 160,"Boulevard Saint-Martin O, Laval, QC H7T 2J2, Canada",1 800,"Boulevard Saint-Martin O, Laval, QC H7T 2J2, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/logement-haut-de-gamme-4-1-2/1575895845
5884,Condo, 1 ½ ou 2 ½,1,359,"1800 Boulevard René-Lévesque O, Montréal, QC H3H 2H2, Canada",1 275,"1800 Boulevard Ren�-L�vesque O, Montr�al, QC H3H 2H2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/luxurious-studio-all-inclusive-located-in-downtown-montreal/1575888318
5885,Condo, 1 ½ ou 2 ½,1,359,"1800 Boulevard René-Lévesque O, Montréal, QC H3H 2H2, Canada",1 275,"1800 Boulevard Ren�-L�vesque O, Montr�al, QC H3H 2H2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-de-luxe-tout-inclus-au-centre-ville-de-montreal/1575887907
5886,Condo,3 1/2,1,565,"1150 R. Saint-Denis, Montréal, QC H2X 0B3, Canada",1 695,"1150 R. Saint-Denis, Montr�al, QC H2X 0B3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-meuble-a-louer-face-au-chum-et-uqam/1575819331
5887,Condo,4 1/2,1,899,"6780 Blvd. Newman, LaSalle, QC H8N 0H5, Canada",1 600,"6780 Blvd. Newman, LaSalle, QC H8N 0H5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-41-2-condo/1575822225
5888,Condo,4 1/2,1.5,973,"5505 Rue de Châteauneuf, Brossard, QC J4Z 3V7, Canada",1 700,"5505 Rue de Ch�teauneuf, Brossard, QC J4Z 3V7, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-sur-2-etages-dix30-5-electro-inclus/1575866508
5889,Condo,3 1/2,1,760,"6410 Rue Christophe, Brossard, QC J4Z 0G4, Canada",1 200,"6410 Rue Christophe, Brossard, QC J4Z 0G4, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/big-studio-at-brossard-near-dix30-and-rem-station/1575856276
5890,Condo,4 1/2,1,835,"15 Boulevard La Fayette, Longueuil, QC J4K 0B2, Canada",2 500,"15 Boulevard La Fayette, Longueuil, QC J4K 0B2, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/furnished-meuble-condo-4-1-2-a-louer-rent-metro-longueuil/1575835101
5891,Condo,3 1/2,1,680,"6270 Bd Chevrier, Brossard, QC J4Z 0M1, Canada",1 160,"6270 Bd Chevrier, Brossard, QC J4Z 0M1, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/un-3-de-type-studio-libre-a-partir-du-1er-aout-2021/1575834394
5892,Condo,4 1/2,2,1 080,"100 Avenue des Sommets, Verdun, QC H3E 1Z8, Canada",2 200,"100 Avenue des Sommets, Verdun, QC H3E 1Z8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-for-rent-2-beds-2-bathrooms-4-5-in-nuns-island/1575833728
5893,Condo,3 1/2,1,600,"7400 Blvd. Saint-Laurent, Montréal, QC H2R 2Y1, Canada",1 425,"7400 Blvd. Saint-Laurent, Montr�al, QC H2R 2Y1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/free-month-rent-beautiful-luxury-condo/1538263459
5894,Condo,3 1/2,1,540,"1225 Rue Notre-Dame Ouest, Montréal, QC H3C 6S3, Canada",1 300,"1225 Rue Notre-Dame Ouest, Montr�al, QC H3C 6S3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/amazing-downtown-3-1-2-condo-near-griffintown-for-rent/1575781044
5895,Condo,4 1/2,1,1 200,"6105 Av du Parc, Montréal, QC H2V 4H4, Canada",1 695,"6105 Av du Parc, Montr�al, QC H2V 4H4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-condo-for-rent/1575797314
5896,Condo,5 1/2,1,1 051,"h2h1w2, Canada",2 300,"h2h1w2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo/1575787945
5897,Condo,3 1/2,1,900,"365 Rue Saint-André, Montréal, QC H2L 0G2, Canada",1 945,"365 Rue Saint-Andr�, Montr�al, QC H2L 0G2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-furnished-condo-in-old-port-of-montreal-near-theclocktower/1575786391
5898,Condo,5 1/2,2,1 208,"359 Brunswick #204, Pointe Claire H9R 0B9 QC",3 000,"359 Brunswick #204, Pointe Claire H9R 0B9 QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-3-bdr-2bath-2015-condo-for-rent/1575733817
5899,Condo,4 1/2,1,900,"500 Rue Sherbrooke E, Montréal, QC H2L 1K1, Canada",1 600,"500 Rue Sherbrooke E, Montr�al, QC H2L 1K1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer/1575717023
5900,Condo,4 1/2,1,786,"950 Rue Notre Dame O, Montréal, QC H3C 0K3, Canada",1 750,"950 Rue Notre Dame O, Montr�al, QC H3C 0K3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tres-beau-condo-griffintown-4-1-2-au-lowney-567-dispo-live/1568468721
5901,Condo,4 1/2,1,1 200,"Bd de la Gare, Vaudreuil-Dorion, QC J7V, Canada",1 650,"Bd de la Gare, Vaudreuil-Dorion, QC J7V, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/beautiful-4-1-2-for-rent-in-vaudreuil-dorion/1575143008
5902,Condo,4 1/2,1,912,"2152 Rue le Caron, Montréal, QC H4E 1K8, Canada",1 550,"2152 Rue le Caron, Montr�al, QC H4E 1K8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/urgent-condo-2ch-canal-lachine-2-terraces-metro-a-pied/1581388859
5903,Condo, 4 1/2 et coin détente,1,1 000,"10355 Ave de Bois-de-Boulogne, Montreal, QC H4N 1L5, Canada",910,"10355 Ave de Bois-de-Boulogne, Montreal, QC H4N 1L5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ahuntsic-3-5-4-4-5-5-en-beton-luxe/1578051593
5904,Condo, 3 1/2 et coin détente,1,700,"8500 Rue Raymond Pelletier, Montréal, QC H2M 0A3, Canada",1 450,"8500 Rue Raymond Pelletier, Montr�al, QC H2M 0A3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-appartement-a-louer-ahuntsic-andre-grasset/1577093423
5905,Condo,5 1/2,1,1 330,"539 Rue Vimont, Montréal, QC H1V 3K7, Canada",1 450,"539 Rue Vimont, Montr�al, QC H1V 3K7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-5-1-2-renove/1575708487
5906,Condo,4 1/2,1,885,"2675 Boulevard Poirier, Saint-Laurent, QC H4R 2E6, Canada",1 600,"2675 Boulevard Poirier, Saint-Laurent, QC H4R 2E6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-4-1-2/1575703109
5907,Condo,4 1/2,1,800,"256 Rue Charlevoix, Montréal, QC H3J 1N7, Canada",2 100,"256 Rue Charlevoix, Montr�al, QC H3J 1N7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/st-henri-atwater-market-2-bed-condo-for-retn/1575681700
5908,Condo,4 1/2,1,900,"445 Avenue Sainte-Croix, Saint-Laurent, QC H4L 5P3, Canada",1 450,"445 Avenue Sainte-Croix, Saint-Laurent, QC H4L 5P3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnificent-2-bdr-condo-ville-st-laurent-1450/1575667817
5909,Condo,4 1/2,1,900,"445 Avenue Sainte-Croix, Saint-Laurent, QC H4L 5P3, Canada",1 450,"445 Avenue Sainte-Croix, Saint-Laurent, QC H4L 5P3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-condo-a-louer-2-cac-st-balcon-1450/1575647809
5910,Condo,3 1/2,1,594,"85 Rue de Castelnau O, Montréal, QC H2R 2W3, Canada",1 850,"85 Rue de Castelnau O, Montr�al, QC H2R 2W3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-condo-1-bedroom-with-gym-and-parking/1575643727
5911,Condo,4 1/2,1.5,1 000,"4722 Rue Sainte-Catherine E, Montréal, QC H1V 1Z2, Canada",1 490,"4722 Rue Sainte-Catherine E, Montr�al, QC H1V 1Z2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-neuf-a-louer-new-condo-for-rent/1575638549
5912,Appartement, 7 1/2 +,1,1 100,"3485 Van Horne, Montréal, QC, H3S 1R7",2 600,"3485 Van Horne, Montr�al, QC, H3S 1R7",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-ch-tt-inclus-meuble-1-15min-udem-hec-poly-1-juilet/1571761385
5913,Appartement,5 1/2,1,Non,"1900 Francs-Bourgeois Street, Boisbriand, QC, J7H 0G6",2 250,"1900 Francs-Bourgeois Street, Boisbriand, QC, J7H 0G6",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/must-see-3-bedroom-apartment-for-rent-in-boisbriand-for-55/1571760258
5914,Appartement,5 1/2,1,Non,"1900, rue des Francs-Bourgeois, Boisbriand, QC, J7H 0G6",2 250,"1900, rue des Francs-Bourgeois, Boisbriand, QC, J7H 0G6",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-ch-5-1-2-3-bed-a-louer-a-boisbriand/1571759774
5915,Appartement,3 1/2,1,450,"4270 Rue Saint-Zotique E, Montréal, QC H1T 1L1, Canada",725,"4270 Rue Saint-Zotique E, Montr�al, QC H1T 1L1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-3-rosemont-la-petite-patrie-725/1580749030
5916,Appartement, 1 ½ ou 2 ½,1,30,"5295 Rue Garnier, Montréal, QC H2J 3T3, Canada",795,"5295 Rue Garnier, Montr�al, QC H2J 3T3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-5-1-2-plateau-garnier-laurier/1562515651
5917,Appartement, 1 ½ ou 2 ½,1,30,"6510 Rue Fabre, Montréal, QC H2G 2Z3, Canada",750,"6510 Rue Fabre, Montr�al, QC H2G 2Z3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grands-beaux-3et-4-ss-coin-fabre-et-beaubien/1568878266
5918,Appartement,3 1/2,1,500,"7763 d'Iberville, H2E 2Z3, Montréal, QC",850,"7763 d'Iberville, H2E 2Z3, Montr�al, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-iberville-3-renove-4-electros-balcons-acces-cour/1580747118
5919,Appartement, 1 ½ ou 2 ½,1,320,"1190 Rue du Fort #901, Montréal, QC H3H 2B5, Canada",760,"1190 Rue du Fort #901, Montr�al, QC H3H 2B5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-1-1-2-centre-ville-de-montreal/1580747097
5920,Appartement,4 1/2,1.5,900,"509 Rue Sainte-Marguerite, Montréal, QC H4C 2X1, Canada",1 700,"509 Rue Sainte-Marguerite, Montr�al, QC H4C 2X1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/saint-henri-2-chambres-a-coucher-2-salles-de-bain-condo-apt/1580745699
5921,Appartement,5 1/2,1,1 200,"1860 Rue Aimé-Leroux, Laval, QC H7L 2Y2, Canada",1 800,"1860 Rue Aim�-Leroux, Laval, QC H7L 2Y2, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/7-1-2-de-3-chambres-avec-sous-sol-a-louer/1580744772
5922,Appartement,4 1/2,1,850,"6140 Bd Léger, Montréal-Nord, QC H1G 1L2, Canada",900,"6140 Bd L�ger, Montr�al-Nord, QC H1G 1L2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/41-2-montreal-nord-1-oct-21/1580744638
5923,Appartement,3 1/2,1,500,"40 Av. Ouellette, Lachine, QC H8R 1L6, Canada",1 175,"40 Av. Ouellette, Lachine, QC H8R 1L6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lachine-vsp-3-tout-inclus-rdc-renove-tout-equipe/1580741629
5924,Appartement,3 1/2,1,500,"11688 Bd Saint-Germain, Montréal, QC H4J 1Z7, Canada",795,"11688 Bd Saint-Germain, Montr�al, QC H4J 1Z7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-chauffe-eau-chaude-heated-hot-water-3-5/1580741529
5925,Appartement,3 1/2,1,500,"11688 Bd Saint-Germain, Montréal, QC H4J 1Z7, Canada",750,"11688 Bd Saint-Germain, Montr�al, QC H4J 1Z7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-chauffe-eau-chaude-heated-hot-water-3-5/1580740812
5926,Appartement,4 1/2,1,850,"10 Rue du Cardinal-Maurice-Roy, Québec, QC G1K 0G3, Canada",766,"10 Rue du Cardinal-Maurice-Roy, Qu�bec, QC G1K 0G3, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/grand-4-1-2-a-louer/1580740294
5927,Appartement,6 1/2,1.5,1 500,"H9K1R7, Canada",1 590,"H9K1R7, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/6-1-2-west-island-3-bedrooms-2-parkings-2-bathrooms/1580739949
5928,Appartement,3 1/2,1,500,"12024 Rue Lachapelle, Montréal, QC H4J 2M4, Canada",795,"12024 Rue Lachapelle, Montr�al, QC H4J 2M4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-chauffe-eau-chaude-heated-hot-water-3-5/1580739773
5929,Appartement,3 1/2,1,600,", Montreal H3W 2N3 QC, Canada",950,", Montreal H3W 2N3 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-victorian-art-deco-apartment-for-rent/1580739483
5930,Appartement,3 1/2,1,500,"12024 Rue Lachapelle, Montréal, QC H4J 2M4, Canada",795,"12024 Rue Lachapelle, Montr�al, QC H4J 2M4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-heated-hot-water-chauffe-eau-chaude-3-5/1580739367
5931,Appartement, 4 1/2 et coin détente,1,1 449,"1662 Av. Van Horne, Outremont, QC H2V 1L9, Canada",2 480,"1662 Av. Van Horne, Outremont, QC H2V 1L9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-for-rent-montreal-outremont/1566271260
5932,Appartement,4 1/2,1,750,", Montreal H3W 2N3 QC, Canada",1 300,", Montreal H3W 2N3 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lovely-victorian-art-deco-apartment-for-rent/1552712627
5933,Appartement,4 1/2,1,Non,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",1 900,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-condo-griffintown-old-port-2-months-free/1505844409
5934,Appartement, 3 1/2 et coin détente,1,Non disponible,"4600 Queen Mary, montreal, QC, H3W 1W6",1 095,"4600 Queen Mary, montreal, QC, H3W 1W6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-large-renovated-appartments-for-rent-great-location/1581732672
5935,Appartement,3 1/2,1,550,"250 Bd Saint-Joseph E, Montréal, QC H2T, Canada",1 300,"250 Bd Saint-Joseph E, Montr�al, QC H2T, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/louez-et-sauvez-les-frais-de-condos-rent-and-save-condo-fees/1581752334
5936,Appartement,5 1/2,1,Non disponible,"PLUSIEURS CHOIX, ANJOU, QC, H1J 1V7",1 300,"PLUSIEURS CHOIX, ANJOU, QC, H1J 1V7",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/anjou-superbe-5-5-renove-rue-de-louresse/1581895873
5937,Appartement,4 1/2,2,1 300,"4840 Chemin de la Cote Saint Luc, Montreal, QC, H3W 2H1",1 806,"4840 Chemin de la Cote Saint Luc, Montreal, QC, H3W 2H1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-for-rent-westmount-adj-ndg-montreal-41-2-2-bedrooms/1553967192
5938,Appartement,3 1/2,1,1,"h9s3h1, Canada",725,"h9s3h1, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/dorval-1-1-2/1580736646
5939,Appartement,4 1/2,1,850,"398 Lafleur, J8H 1R3, Lachute, QC",1 080,"398 Lafleur, J8H 1R3, Lachute, QC",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/logement-4-1-2-a-louer/1580736710
5940,Appartement, 3 1/2 et coin détente,1,533,"6515 Ave Christophe-Colomb, Montreal, QC H2S 2H1, Canada",1 250,"6515 Ave Christophe-Colomb, Montreal, QC H2S 2H1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/deluxe-3-1-2-rosemont-condo-style-wifi-climatisation-et-plus/1580736245
5941,Appartement, 3 1/2 et coin détente,1,585,"6515 Ave Christophe-Colomb, Montreal, QC H2S 2H1, Canada",1 360,"6515 Ave Christophe-Colomb, Montreal, QC H2S 2H1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/deluxe-3-1-2-rosemont-condo-style-wifi-climatisation-et-plus/1580734910
5942,Appartement, 1 ½ ou 2 ½,1,450,"2196 , Montreal H4A 3H2 QC, Canada",1 200,"2196 , Montreal H4A 3H2 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-big-studio-fully-furnished-near-metro-vendome/1580732577
5943,Appartement,4 1/2,1,1,"25 Leslie-Gault, H3L 1P6, Montréal, QC",975,"25 Leslie-Gault, H3L 1P6, Montr�al, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ahuntsic-4-1-2-chauffe/1580732278
5944,Appartement, 1 ½ ou 2 ½,1,1,"101 de la rivière, j0j1a0, Bedford, QC",525,"101 de la rivi�re, j0j1a0, Bedford, QC",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/logement-1-1-2-a-louer-a-bedford/1580732247
5945,Appartement,5 1/2,1,Non,"6317, de Lachenaie, Montréal, QC, H1S 1P2",1 485,"6317, de Lachenaie, Montr�al, QC, H1S 1P2",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/appartement-a-louer-st-leonard/1580731621
5946,Appartement,4 1/2,1,650,"33 Rue Guévremont, Sorel-Tracy, QC J3P 3J9, Canada",730,"33 Rue Gu�vremont, Sorel-Tracy, QC J3P 3J9, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/agreable-logement-4-1-2-const2016-sorel-tracy-venez-visitez/1524343549
5947,Sous-sol,3 1/2,1,1 000,"1242 Rue de Louvain E, Montréal, QC H2M 1B6, Canada",975,"1242 Rue de Louvain E, Montr�al, QC H2M 1B6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-avec-stationnement/1582045241
5948,Sous-sol,3 1/2,1,100,"7175 Rue Michelet, Montréal, QC H1S 2L8, Canada",730,"7175 Rue Michelet, Montr�al, QC H1S 2L8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail/1582027233
5949,Sous-sol,3 1/2,1,700,"634 Terr. Louis-Basile-Pigeon, Lachine, QC H8S 4L6, Canada",750,"634 Terr. Louis-Basile-Pigeon, Lachine, QC H8S 4L6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-1-5-lachine-a-louer-for-rent/1582019157
5950,Sous-sol,3 1/2,1,500,"H4e2y5, Canada",675,"H4e2y5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-rent-ville-emard-st-paul/1582008931
5951,Sous-sol,3 1/2,1,650,"J7K 0V4, Canada",780,"J7K 0V4, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/beaux-3-1-2-a-louer-il-est-jean/1581998478
5952,Sous-sol, 1 ½ ou 2 ½,1,750,"H1H 4M4, Canada",800,"H1H 4M4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/montreal-nord-studio-avec-garage-s-louer/1581952359
5953,Sous-sol, 1 ½ ou 2 ½,1,300,"H7W, Canada",780,"H7W, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/21-2-bachelor-for-rent/1581942554
5954,Sous-sol,4 1/2,1,700,"795 Av. Désy, Québec, QC G1S 2X8, Canada",1 375,"795 Av. D�sy, Qu�bec, QC G1S 2X8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail-montcalm-4-1-2/1581930413
5955,Sous-sol,3 1/2,1,750,"J7J 0P9, Canada",1 050,"J7J 0P9, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/bachelor-3-1-2-mirabel-libre-immediatement/1581894416
5956,Sous-sol, 1 ½ ou 2 ½,1,5 000,"H4j1Y6, Canada",695,"H4j1Y6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-2-1-2-in-saint-laurent/1581850367
5957,Sous-sol,3 1/2,1,460,"Rue Antoine-Faucon, Kirkland, QC H9J, Canada",800,"Rue Antoine-Faucon, Kirkland, QC H9J, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/basement-for-rent-no-kitchen/1571883222
5958,Sous-sol, 1 ½ ou 2 ½,1,1,"9875A Bruchési, H2B2S2, Ahuntsic, QC",800,"9875A Bruch�si, H2B2S2, Ahuntsic, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-renove-a-louer/1581767925
5959,Sous-sol,3 1/2,1,550,"4705 Rue Bouchette, Montréal, QC H3W 1C6, Canada",Sur,"4705 Rue Bouchette, Montr�al, QC H3W 1C6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-apt-is-available-for-rent-in-cote-des-neiges/1581763501
5960,Sous-sol,3 1/2,1,750,"Rue Ste Thérèse, Joliette, QC J6E, Canada",775,"Rue Ste Th�r�se, Joliette, QC J6E, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-touts-compris-maison-ste-therese-775/1581756664
