,type,bedroom,bathroom,size(sqft),address,price,Postal Code,lat,long,url
108,Appartement,3 1/2,1,450,", Montréal H1Y2X3 QC, Canada",ÉchangeAucune,H1Y,45.54956,-73.585,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/swap-echange-dappartement-3-1-2-a-pour-un-5-1-2-ou-un-6-1-2/1571087544
109,Appartement,3 1/2,1,720,"1480 Rue de Salaberry, Montréal, QC H3M 1J9, Canada",875,H3M,45.54279,-73.69379,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-cartierville/1581838152
110,Appartement,4 1/2,1,1 000,"4970 Ave Saint-Kevin, Montreal, QC H3W 1P4, Canada",1 180,H3W,45.48871,-73.63285,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-4-1-2-a-louer-sur-ndg-chauffe-electro-eau-chaude-inclus/1577401822
111,Appartement,3 1/2,1,500,"3460 Rue Durocher, Montreal, QC, H2X 2E3",1 445,H2X,45.50761,-73.57408,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-on-bed-located-in-mcgill-ghetto-id-1056/1577788157
112,Appartement,4 1/2,1,Non,"2865 Kent, Montreal, QC, H3S 1M8",800,H3S,45.50853,-73.62737,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/super-4-1-2-avenue-kent-darlington-van-horne-outremont/1505773556
113,Appartement,4 1/2,2,Non,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",2 175,H4W,45.47713,-73.66246,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-chambre-2-salle-de-bains-appartements-de-type-condo/1533538297
114,Appartement,4 1/2,1,Non disponible,"PLUSIEURS CHOIX, MONTREAL, QC, H1T 2J9",975,H4N,45.57949,-73.56158,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/nouveau-rosemont-beau-4-5-rue-lacordaire/1582549113
115,Appartement,4 1/2,1,1 009,"1461  rue du Collège, Montreal, QC, H4L 2L8",1 295,H4L,45.50994,-73.67464,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-apartment-for-rent-1461-rue-du-college/1580417946
116,Appartement,4 1/2,1,750,"8141 23e Avenue, Montréal, QC H1Z 3X6, Canada",900,H1Z,45.57252,-73.60244,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-4-3e-etage-renove-intersection-jarry-et-pie-ix/1581835517
117,Appartement,4 1/2,1,Non,"5015, 5025 & 5051 Clanranald, Montreal, QC, H3X 2S2",1 166,H3X,45.48062,-73.62995,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-apartment-in-hampstead-available-now/1581829825
118,Appartement,4 1/2,1,570,"7200 Rue Marquette, Montréal, QC H2E 2C8, Canada",980,H2E,45.54762,-73.60879,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-fabre-4-1-2-et-3-1-2-a-louer/1581830237
119,Appartement, 6 1/2 et coin détente,1.5,1 100,", Montreal  H2c1s9 QC, Canada",1 800,H2C,45.56434,-73.6557,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/6-1-2-a-louer-a-jean-talon/1581830247
120,Appartement, 1 ½ ou 2 ½,1,220,"Av. Sainte-Croix, Saint-Laurent, QC H4L 3Y2, Canada",620,H4L,45.51255,-73.67419,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bachelor-1-1-2-a-louer-metro-du-college/1580857320
121,Appartement,3 1/2,1,650,"2948 A Chem. Royal, Québec, QC G1E 1T3, Canada",790,G1E,46.84761,-71.21405,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-3-pieces/1580821684
122,Appartement,6 1/2,1,1 000,"8658 Saint-Denis, Montréal H2P2H2 QC",2 000,H2P,45.5449,-73.6378,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-6-a-louer-situe-a-une-minute-du-metro-cremazie/1580821904
123,Appartement, 4 1/2 et coin détente,1,760,", Montreal h1z 3t1 QC, Canada",1 250,H1Z,45.57022,-73.60196,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer/1580836522
124,Appartement,4 1/2,1,750,"3081 Rue Lacordaire, Montréal, QC H1N 2N1, Canada",1 200,H1N,45.57367,-73.54442,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer-4-1-2/1580675314
125,Appartement,3 1/2,1,480,"2192 Rue Mousseau, Montréal, QC H1L 4V3, Canada",900,H1L,45.60083,-73.51562,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-completement-renove/1580854408
126,Appartement, 4 1/2 et coin détente,1,950,"734 7e Avenue, Lachine, QC H8S 3A3, Canada",1 375,H8S,45.44329,-73.67011,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-2br-plus-office-immediate-occupancy-lachine/1580782459
127,Appartement,4 1/2,1.5,600,"2100 Rue de Bleury, Montréal, QC H3A 2K3, Canada",2 270,H2W,45.50779,-73.57033,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-place-des-art-mcgill-lease-transfert-for-september-1st/1580778796
128,Appartement,4 1/2,1,1 000,"391 Rue Saint-Ferdinand, Montreal, QC H4C 2S6, Canada",1 400,H4C,45.47641,-73.58523,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-a-louer-st-henri/1580774791
129,Appartement, 1 ½ ou 2 ½,1,1,"Rue Montpetit, Longueuil, QC J4L 4L9, Canada",700,J4L,45.52632,-73.45002,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/2-1-2-longueuil-libre-immediatement/1580848898
130,Appartement, 1 ½ ou 2 ½,1,428,"2749 Av. Bourbonnière, Montréal, QC H1W 3P7, Canada",965,H1W,45.55158,-73.55392,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-metro-pie-ix-500-bonus-september-1-yearly-annuel/1578710951
131,Appartement, 5 1/2 et coin détente,1,1 500,"3845 Rue Hochelaga, Montréal, QC H1W 1J5, Canada",2 100,H1W,45.54967,-73.55001,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-meuble-metro-joliette/1580840961
132,Appartement, 3 1/2 et coin détente,1,111,"4597 Rue Parthenais, Montréal, QC H2H 2G8, Canada",900,H2H,45.53709,-73.57257,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-et-demi-sur-le-plateau-mont-royal/1580839304
133,Appartement,4 1/2,1.5,743,"1453 Rue du Plateau, L'Ancienne-Lorette, QC G2E 2C3, Canada",980,G2E,46.79279,-71.35433,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/location-4-1-2-semi-equipe-lancienne-lorette/1572360044
134,Appartement, 4 1/2 et coin détente,2,130,"248 Rue Elgar, Verdun, QC H3E 1C8, Canada",Sur,H3E,45.45721,-73.54605,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lease-transfer-appt-in-nuns-island/1580838730
135,Appartement, 4 1/2 et coin détente,2,130,"248 Rue Elgar, Verdun, QC H3E 1C8, Canada",Sur,H3E,45.45721,-73.54605,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lease-transfer-appt-in-nuns-island/1580838485
136,Appartement,4 1/2,1,660,"115 Rue Rosewood, Lachine, QC H8R 1A5, Canada",850,H8R,45.44987,-73.65353,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-5-montreal-west-adjacent-country-like-atmosphere/1580829845
137,Appartement,4 1/2,1,Non,"2705 Rue Modugno, Montréal, QC, H4R 2A8",1 250,H4R,45.50441,-73.70222,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-1-sdb-montreal-1-250-mo/1580822374
138,Appartement,6 1/2,1,1 100,"4785 Av. Dupuis, Montréal, QC H3W 1N4, Canada",2 775,H3W,45.49213,-73.63194,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-bedroom-fully-furnished-apartment/1421931338
139,Appartement, 3 1/2 et coin détente,1,Non,"359 Avenue Victoria, Westmount, QC, H3Z 2N1",1 350,H3Z,45.47847,-73.60177,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-outremont-pres-laurier-1-350-mo/1576503630
140,Appartement,3 1/2,1,Non,"5501 Avenue Adalbert, Cote-St-Luc, QC, H4W 2A9",1 159,H4W,45.46272,-73.65738,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-3-1-2-bedroom-apartment-available-july-1st/1536325466
141,Appartement, 3 1/2 et coin détente,1,Non,"5745 Chemin de la Côte-Saint-Luc, Hampstead, QC, H3X 2E5",1 135,H3X,45.47801,-73.63243,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-hampstead-1-135-mo/1576502314
142,Appartement, 3 1/2 et coin détente,1,Non,"6311 Avenue Somerled, Montréal, QC, H3X 2C1",1 095,H3X,45.47044,-73.63611,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-montreal-1-095-mo/1576502025
143,Appartement, 3 1/2 et coin détente,1,Non,"5534 Avenue Decelles, Montréal, QC, H3T 1W5",1 325,H3T,45.4993,-73.62324,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-montreal-1-325-mo/1576502090
144,Appartement, 3 1/2 et coin détente,1,Non,"396 Avenue Grosvenor, Westmount, QC, H3Z 2M2",1 595,H3Z,45.47937,-73.60256,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-westmount-1-595-mo/1576502007
145,Appartement, 3 1/2 et coin détente,1,Non,"25 Avenue Vincent-D'Indy, Montréal, QC, H2V 2S8",1 295,H2V,45.51091,-73.61421,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-montreal-1-295-mo/1576502146
146,Appartement,4 1/2,1,Non,"5660 Avenue Decelles, Montréal, QC, H3T 1W5",1 825,H3T,45.49969,-73.62544,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-1-sdb-montreal-1-825-mo/1576501643
147,Appartement,3 1/2,1,Non,"6325 Somerled, Montréal, QC, H3X 2B9",1 135,H3X,45.47007,-73.63646,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-3-1-2-a-louer-1-bedroom-apartment-or-rent/1576426188
148,Appartement,3 1/2,1,Oui,"3045 Boulevard Notre Dame, Laval, QC, H7V 0A1",1 990,H7V,45.54704,-73.73615,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-de-luxe-3-5-immediat-55-ans-et-plus/1524684784
149,Appartement,3 1/2,1,Non,"1295 rue des Carrières, Montréal, QC, H2S 2B1",1 790,H2S,45.53595,-73.59182,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-3-1-2-neuf-au-coeur-du-quartier-rosemont/1576421619
150,Appartement,4 1/2,1,1 140,"1295 rue des Carrières, Montréal, QC, H2S 2B1",2 010,H2S,45.53595,-73.59182,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rosemont-2-chambres-bdr-july-juillet-promotion-1-mois-month/1576421632
151,Appartement,5 1/2,1,Non,"775 Place Georges-Dor, Laval, QC, H7R 0B9",1 950,H7R,45.55335,-73.85444,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/appartements-5-1-2-neuf-a-louer/1576421599
152,Appartement, 1 ½ ou 2 ½,1,Non disponible,"2500 Cavendish blvd., Montreal, QC, H4B 2Z6",905,H4B,45.46227,-73.62713,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bachelor-available-at-2500-cavendish-blvd-montreal/1561393192
153,Appartement,3 1/2,1,Non,"1295 rue des Carrières, Montréal, QC, H2S 2B1",1 475,H2S,45.53595,-73.59182,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-3-1-2-neuf-au-coeur-du-quartier-rosemont/1576421628
154,Appartement,4 1/2,1,Non,"775 Place Georges-Dor, Laval, QC, H7R 0B9",1 295,H7R,45.55335,-73.85444,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-1-2-neuf-a-louer-a-laval-disponible-immediatment/1576421610
155,Appartement,5 1/2,1,Non,"1900, rue des Francs-Bourgeois, Boisbriand, QC, J7H 0G6",2 250,J7H,45.63178,-73.85531,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/incroyable-5-1-2-appartement-a-louer-a-boisbriand-pour-55/1571761369
156,Appartement, 7 1/2 +,1,1 100,"3485 Van Horne, Montréal, QC, H3S 1R7",2 600,H3S,45.50245,-73.63116,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-ch-tt-inclus-meuble-1-15min-udem-hec-poly-1-juilet/1571761385
157,Appartement,4 1/2,1,698,"1150 rue Sherbrooke Est, Montreal, QC, H2L 1L8",1 670,H2L,45.52199,-73.56505,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/promo-tour-du-parc-le-plateau-all-included/1580952749
158,Appartement, 1 ½ ou 2 ½,1,150,", h1w1c3, montreal, QC, Canada",700,H1W,45.5451,-73.55681,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studios-lofts-entierement-renoves-dans-triplex-rosemont/1567551800
159,Appartement,4 1/2,1,Non,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",1 900,H3C,45.50011,-73.55975,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-condo-griffintown-old-port-2-months-free/1505844409
160,Condo,3 1/2,1,600,"2150 Av. Charlemagne, Montréal, QC H1W 3S1, Canada",1 450,H1W,45.54981,-73.54486,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-condo-31-2-hochelaga-maisonneuve/1580497288
161,Condo, 1 ½ ou 2 ½,1,335,"700 Rue Saint-Paul O, Montréal, QC H3C 0X2, Canada",1 350,H3C,45.49897,-73.5583,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-studio-neuf-avec-stationnement/1582489520
162,Condo,3 1/2,1,700,"5315 Boul. Saint-Laurent, Montréal, QC H2T 1S5, Canada",2 100,H2T,45.5249,-73.59603,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-mile-end-loft-with-all-utilities-included/1549219574
163,Condo,3 1/2,1,700,"5315 Boul. Saint-Laurent, Montréal, QC H2T 1S5, Canada",2 100,H2T,45.5249,-73.59603,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/mile-end-loft-meuble-et-tout-equipe/1549217300
164,Condo,4 1/2,1,1 135,"6960 Grande Allée, Longueuil, QC J3Y 1C4, Canada",1 650,J3Z,45.46024,-73.42099,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/magnifique-4-1-2-a-louer/1575202186
165,Condo, 1 ½ ou 2 ½,1,375,"630 Rue William, Montréal, QC H3C 4C9, Canada",1 300,H3C,45.49925,-73.55629,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-studio-630-rue-william-427-1300-mois/1582477576
166,Condo,5 1/2,2,1 250,"6340 Rue de Lancaster, Brossard, QC J4Z, Canada",1 950,J4Y,45.4298,-73.4506,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/magnifique-5-2-etages-dix30-5min-du-rem-avec-garage-et-sta/1581179625
167,Condo,4 1/2,1,1 100,"Rue De Leslie, Brossard, QC J4Z, Canada",1 450,J4Y,45.42953,-73.44979,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/tres-beau-4-1-2-dix30-a-5min-du-rem/1573858923
168,Condo,3 1/2,1,720,"650 Jean-d'Estrees, H3C 0G3, Montreal, QC",1 450,H3C,45.49487,-73.5654,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grffntown:-3-720pc-view-lumineux-21-last-floor-sept-1st/1582481496
169,Condo,3 1/2,1,670,"7255 Rue de Lunan, Brossard, QC J4Y 0N4, Canada",1 350,J4Y,45.42695,-73.44784,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-3-1-2-meuble-a-louer-a-brossard-quartier-dix30/1582479977
170,Condo,3 1/2,1,685,"185 Rue du Séminaire, Montréal, QC H3C 2A3, Canada",1 450,H3C,45.49109,-73.56073,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-3-1-2-685-sqf-in-griffintown/1579790479
171,Condo,3 1/2,1,769,"11500 Rue de Chambord, Mirabel, QC J7J 2B2, Canada",2 260,J7J,45.6735,-73.92522,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/location-condo-7-sens-mirabel/1582475309
172,Condo,4 1/2,1,856,"4885 Boul Henri-Bourassa O, Saint-Laurent, QC H4L 0A5, Canada",1 500,H4L,45.52295,-73.70759,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-4-1-2-a-louer-stationnement-inclus-ville-saint-laurent/1582475140
173,Condo,3 1/2,1,624,"70 Boulevard des Laurentides, Laval, QC H7G 2T3, Canada",1 418,H7N,45.56162,-73.68299,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-condo-for-rent/1582474454
174,Condo, 3 1/2 et coin détente,1,750,"7080 Rue Hutchison, Montreal, QC H3N 1Y8, Canada",1 395,H3N,45.52927,-73.62177,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-loft-metro-parc-pres-univ-mtl/1580142989
175,Condo, 3 1/2 et coin détente,1,901,"7080 Rue Hutchison, Montreal, QC H3N 1Y8, Canada",1 550,H3N,45.52927,-73.62177,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-parc-pres-univ-mtl-condo-style-loft/1557285968
176,Condo,4 1/2,1,865,"4975 Rue Jean-Talon O, Montréal, QC H4P 1W7, Canada",1 650,H4P,45.4971,-73.65005,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-apartment-near-namur-station-for-rent-great-price/1582471343
177,Condo,3 1/2,1,610,"950 Rue Notre Dame O, Montréal, QC H3C 0K3, Canada",1 550,H3C,45.49682,-73.56182,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-furnished-one-bed-one-bath-in-griffintown/1582468046
178,Condo, 1 ½ ou 2 ½,1,390,"1115 Rue du Square-Amherst #107, Montréal, QC H2L 1N1, Canada",1 050,H2L,45.52086,-73.56407,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-studio-for-rent-in-ville-marie/1581122232
179,Condo,3 1/2,1,700,"Place Claude-Dagenais, Sainte-Thérèse, QC J7E 0C2, Canada",1 399,J7E,45.64558,-73.83949,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-a-louer/1582464526
180,Condo, 3 1/2 et coin détente,1,700,"8500 Rue Raymond Pelletier, Montréal, QC H2M 0A3, Canada",1 450,H2M,45.55142,-73.63114,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-appartement-a-louer-ahuntsic-andre-grasset/1577093423
181,Condo,3 1/2,1,620,"Rue Justine-Lacoste, Laval, QC H7T 0C1, Canada",1 010,H7T,45.5561,-73.79198,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-3-1-2-a-louer/1582463932
182,Condo,4 1/2,2,1 250,"205 Rue Charlevoix #103, Montréal, QC H3J 2V3, Canada",2 233,H3J,45.4817,-73.57423,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-cac-2-salles-de-bains-avec-garage-marche-atwater-sud-ouest/1582463063
183,Condo, 5 1/2 et coin détente,1,900,"2028 Av Harvard, Montréal, QC H4A 2V9, Canada",1 380,H4A,45.4686,-73.61111,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/gorgeous-appartement-2007-ndg/1582462728
184,Condo, 5 1/2 et coin détente,1,900,"2028 Av Harvard, Montréal, QC H4A 2V9, Canada",1 380,H4A,45.4686,-73.61111,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-luxueux-2007/1582462034
185,Condo,4 1/2,1,1 050,"de bullion, h2x 3a1, Montreal, QC",1 675,H2X,45.51421,-73.56933,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-4-1-2-metro-sherbrooke/1582460169
186,Condo,4 1/2,1,800,"1550 Henri Bourassa Ouest, Ahunthic h3m3g4 QC",1 400,H3M,45.53696,-73.67824,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-4-1-2-condo-avec-foyer/1582458682
187,Condo,3 1/2,1,670,"365 Avenue du Mont-Royal O, Montréal, QC H2V 2S4, Canada",1 300,H2V,45.51662,-73.58972,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-1-2-a-cote-du-parc-mont-royal/1573304985
188,Condo, 5 1/2 et coin détente,2,2 200,"2081 Rue de la Fileuse, Saint-Jérôme, QC J7Y 4N4, Canada",2 500,J7Y,45.80237,-73.99211,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/maison-neuve-3-1-chambre-garage-cours-3-etages-2500/1580739110
189,Condo,4 1/2,1,1 050,", H7X 0E9, Ste-Dorothée, QC, Canada",1 695,H7X,45.53595,-73.80697,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/superbe-condo-a-louer-a-laval/1575532569
190,Condo,3 1/2,1,400,"1 Rue de Castelnau O, Montréal, QC H2R 2W3, Canada",1 300,H2R,45.535,-73.62079,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bdr-metro-castelneau-available-immediately/1582453567
191,Condo, 3 1/2 et coin détente,1.5,580,"288 R. Ann, Montréal, QC H3C 0L3, Canada",1 295,H3C,45.49532,-73.55917,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer-griffintown-3-1-2-espaces-communs-appartement/1582451792
192,Condo, 7 1/2 +,1,1 300,"5323 Rue Gabrièle-Frascadore, Montréal, QC H1K, Canada",1 850,H1K,45.61265,-73.53362,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-de-ville-sur-3-etages/1582450085
193,Condo,3 1/2,1,500,"116 Rue Turgeon, Sainte-Thérèse, QC J7E 3H9, Canada",1 250,J7E,45.63537,-73.83683,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-a-louer-3-1-2-sainte-therese/1582449496
194,Condo,3 1/2,1,600,"Montreal, QC H4H1W9, Canada",1 150,H4G,45.45121,-73.57014,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-condo-a-louer-for-rent/1577217842
195,Condo,4 1/2,2,940,"80 Rue Barnett, Dollard-des-Ormeaux, QC H9G 1W7, Canada",1 699,H9G,45.47807,-73.83738,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/condo-4-1-2-a-louer-disponible-immediatement/1581493814
196,Condo,3 1/2,1,630,"H2L 0E2, Canada",2 100,H2L,45.51268,-73.54961,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-vieux-port-de-montreal/1582445779
197,Condo,4 1/2,1,745,"101, Peel, QC, H3C 0Y1",1 700,H3C,45.4932,-73.55686,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/mary-robert-brand-new-2-bed-balcony/1582442392
198,Condo, 1 ½ ou 2 ½,1,500,"33 Chemin Cote Saint Catherine, h2v2a1, Montreal, QC",950,H2V,45.51645,-73.59155,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/urgent-studio-apartment-2-5-for-rent/1582443218
199,Condo,4 1/2,1,840,"750 Boul Montpellier, Saint-Laurent, QC H4L 5A7, Canada",1 700,H4L,45.51979,-73.67181,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer/1575154566
200,Condo,4 1/2,1,84,", brossard J4Z 0N8 QC, Canada",1 850,J4Y,45.45144,-73.46191,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-for-rent-in-brossard-all-utilities-included/1578603165
201,Condo, 3 1/2 et coin détente,1,1 200,"90 Rue des Soeurs-Grises, Montréal, QC H3C 2P8, Canada",Sur,H3C,45.49885,-73.55485,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/old-port-vieux-port-loft/1578600758
202,Condo,5 1/2,1,900,"2060 Rue de Bordeaux, Montréal, QC H2K 3Y6, Canada",2 100,H2K,45.52796,-73.55909,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ville-marie-lower-large-3-bdr-condo-for-rent-with-private-yard/1578593343
